,date_time,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2018,1613617200,5,5981.45,82.25,131.61,1.52,196.46,510.58,602.63,78.02
2019,1613620800,5,4325.87,67.95,149.43,13.05,259.4,422.92,487.03,45.09
2020,1613624400,5,4005.43,57.22,164.51,36.48,263.21,427.75,488.6,37.49
2021,1613628000,5,3898.62,37.1,180.96,87.98,259.4,449.99,509.55,34.45
2022,1613631600,5,4325.87,23.47,202.89,177.38,267.03,567.89,635.54,35.47
2023,1613635200,5,4699.71,15.87,213.86,286.1,259.4,750.75,834.36,30.4
2024,1613638800,5,4005.43,9.61,174.11,354.77,213.62,780.98,868.44,19.51
2025,1613642400,5,2616.88,4.19,101.45,383.38,143.05,582.93,658.57,11.53
2026,1613646000,5,2002.72,1.98,71.97,357.63,103.95,414.34,481.4,11.65
2027,1613649600,5,1869.2,1.12,81.57,280.38,96.32,328.17,389.6,14.31
2028,1613653200,5,1949.31,0.18,102.82,211.72,141.14,305.96,353.25,16.09
2029,1613656800,5,3177.64,0.0,149.43,140.19,230.79,423.97,476.7,27.61
2030,1613660400,5,3952.03,0.0,167.25,95.84,297.55,491.22,545.66,33.44
2031,1613664000,5,3097.53,0.0,126.12,72.24,200.27,313.72,354.37,33.44
2032,1613667600,5,2323.15,0.0,85.0,61.51,99.18,178.79,211.42,35.47
2033,1613671200,5,1976.01,0.0,67.17,54.36,65.8,140.25,169.86,32.93
2034,1613674800,5,1535.42,0.0,52.78,54.36,47.68,111.92,135.54,23.81
2035,1613678400,5,1134.87,0.0,38.39,59.37,38.15,91.31,109.15,16.09
2036,1613682000,5,894.55,0.0,29.82,65.8,38.15,79.2,92.82,11.78
2037,1613685600,5,741.01,0.0,26.73,69.38,40.05,68.78,78.83,9.75
2038,1613689200,5,694.28,0.0,25.02,72.24,39.1,60.12,68.43,9.25
2039,1613692800,5,687.6,0.0,23.99,75.82,38.62,51.47,58.36,8.87
2040,1613696400,4,741.01,0.0,25.71,77.96,41.01,46.49,52.95,9.12
2041,1613700000,5,934.6,0.0,34.27,74.39,47.68,51.51,60.25,12.79
2042,1613703600,5,1108.17,0.92,47.3,67.23,55.31,56.63,67.77,15.45
2043,1613707200,5,1562.12,7.49,61.01,63.66,60.08,78.0,94.18,23.05
2044,1613710800,5,2082.82,11.51,65.8,79.39,65.8,113.36,135.46,32.93
2045,1613714400,5,2189.64,9.16,61.69,121.59,67.71,132.45,156.23,33.95
2046,1613718000,5,2296.45,6.82,65.12,170.23,69.62,160.73,187.44,33.95
2047,1613721600,5,2883.91,6.59,90.48,211.72,82.97,247.36,283.54,39.52
2048,1613725200,5,3391.27,5.76,116.53,243.19,104.9,340.75,389.26,41.54
2049,1613728800,5,2670.29,3.33,100.08,277.52,102.04,323.91,382.4,27.87
2050,1613732400,5,2136.23,1.82,80.2,288.96,89.65,287.07,348.58,20.77
2051,1613736000,5,1789.09,1.06,77.46,223.16,75.34,203.37,252.65,19.0
2052,1613739600,5,1949.31,0.31,101.45,117.3,71.53,142.08,184.3,25.33
2053,1613743200,5,3150.94,0.71,160.4,27.9,88.69,187.19,249.5,48.64
2054,1613746800,5,4432.68,17.43,172.73,0.47,121.12,268.18,360.44,78.02
2055,1613750400,5,6034.85,45.6,180.96,0.0,173.57,385.47,505.94,117.54
2056,1613754000,5,7797.24,76.0,197.41,0.0,215.53,514.73,657.73,147.94
2057,1613757600,5,8651.73,100.14,194.67,0.0,219.35,578.18,726.78,149.97
2058,1613761200,5,7904.05,101.03,180.96,0.0,175.48,524.88,651.11,110.45
2059,1613764800,5,6141.66,75.1,156.28,0.0,112.53,385.36,473.34,61.81
2060,1613768400,5,4058.84,39.79,120.64,0.0,67.71,243.2,295.18,32.42
2061,1613772000,5,2429.96,7.49,87.74,1.39,44.35,142.67,172.36,19.76
2062,1613775600,5,1815.8,0.42,61.01,10.46,36.24,108.93,133.18,16.72
2063,1613779200,5,1508.71,0.04,44.55,20.39,32.9,92.3,113.69,15.07
2064,1613782800,5,1335.14,0.02,40.44,26.46,32.9,81.26,100.0,15.07
2065,1613786400,5,1602.17,0.32,54.15,17.35,42.44,93.2,114.7,22.55
2066,1613790000,5,1949.31,8.83,66.49,15.2,53.88,110.15,135.4,29.13
2067,1613793600,5,2029.42,18.11,68.55,37.19,61.99,116.32,141.54,31.67
2068,1613797200,5,2296.45,19.45,76.77,65.8,69.62,140.04,168.81,35.97
2069,1613800800,5,2483.37,13.97,82.25,121.59,78.2,175.0,207.57,38.51
2070,1613804400,5,2803.8,8.94,87.74,208.86,89.65,243.23,281.99,41.54
2071,1613808000,5,3017.43,6.54,89.11,277.52,96.32,311.5,356.42,40.53
2072,1613811600,5,2723.69,4.86,80.88,294.69,93.46,307.08,352.4,33.95
2073,1613815200,5,2189.64,3.21,66.49,274.66,83.92,250.9,295.19,24.32
2074,1613818800,5,1562.12,1.75,53.47,214.58,59.61,163.0,205.18,16.72
2075,1613822400,5,1134.87,0.64,41.81,151.63,30.99,98.88,131.19,12.41
2076,1613826000,5,767.71,0.03,20.22,164.51,20.98,83.26,101.92,7.28
2077,1613829600,5,801.09,0.0,19.88,151.63,22.41,84.14,103.32,7.47
2078,1613833200,5,834.47,0.0,20.05,147.34,26.23,96.22,117.54,8.11
2079,1613836800,5,1148.22,0.0,29.82,144.48,43.39,135.03,160.94,13.68
2080,1613840400,5,1869.2,0.0,50.72,107.29,62.94,178.94,212.35,26.09
2081,1613844000,5,2429.96,0.0,69.23,59.37,68.67,185.79,224.21,32.93
2082,1613847600,5,2243.04,0.0,75.4,30.76,52.93,153.36,187.26,25.84
2083,1613851200,5,1842.5,0.02,69.23,21.82,39.1,126.93,153.93,19.0
2084,1613854800,5,1602.17,0.02,58.26,21.64,35.76,119.12,141.96,17.73
2085,1613858400,5,1482.01,0.01,49.35,23.25,36.72,120.32,141.27,18.24
2086,1613862000,5,1361.85,0.01,42.16,26.11,36.72,118.66,137.71,17.99
2087,1613865600,5,1214.98,0.01,36.67,28.97,35.29,113.6,129.8,17.48
2088,1613869200,5,1121.52,0.0,35.99,31.47,36.24,111.09,125.48,17.48
2089,1613872800,5,1441.96,0.1,50.72,22.89,46.25,131.5,150.19,24.07
2090,1613876400,5,1895.9,5.92,69.23,17.17,59.61,159.41,183.95,30.91
2091,1613880000,5,2029.42,15.42,69.92,36.12,64.85,169.05,194.52,31.67
2092,1613883600,5,1869.2,13.41,63.06,70.1,56.27,161.33,185.21,29.13
2093,1613887200,5,1602.17,6.59,47.3,135.9,45.3,143.35,164.23,24.32
2094,1613890800,5,1428.6,3.16,33.59,200.27,43.87,132.74,150.4,20.77
2095,1613894400,5,1535.42,2.77,34.62,231.74,47.21,143.09,161.08,20.77
2096,1613898000,5,1762.39,3.02,43.87,248.91,52.45,164.72,186.36,23.05
2097,1613901600,5,2002.72,2.79,55.52,263.21,57.7,201.6,234.59,24.07
2098,1613905200,5,2136.23,2.32,65.12,246.05,61.04,218.6,267.38,24.07
2099,1613908800,5,2002.72,1.37,71.97,188.83,54.36,200.24,260.03,21.79
2100,1613912400,5,1642.23,0.21,63.75,127.32,38.15,159.0,210.74,18.49
2101,1613916000,5,1495.36,0.0,51.41,110.15,33.38,148.1,190.47,18.75
2102,1613919600,5,1388.55,0.0,41.47,114.44,32.9,152.21,193.14,17.99
2103,1613923200,5,1214.98,0.0,33.93,124.45,34.81,146.48,180.47,15.2
2104,1613926800,5,1428.6,0.0,38.73,125.89,46.73,168.98,203.26,18.24
2105,1613930400,5,1628.88,0.0,43.18,121.59,59.13,196.48,233.03,19.76
2106,1613934000,5,1895.9,0.0,54.15,94.41,57.22,219.62,260.43,20.77
2107,1613937600,5,2403.26,0.0,72.66,55.08,59.61,244.69,290.31,25.33
2108,1613941200,5,2777.1,0.07,87.74,21.99,63.9,248.17,294.51,29.64
2109,1613944800,5,2777.1,2.79,89.11,2.91,60.08,218.67,262.07,30.65
2110,1613948400,5,2456.67,9.5,74.03,0.11,50.55,176.59,213.51,27.36
2111,1613952000,5,1922.61,10.28,57.58,0.2,41.49,134.74,162.63,22.8
2112,1613955600,5,1361.85,2.71,49.35,2.79,38.62,107.1,125.97,19.51
2113,1613959200,5,1708.98,6.99,55.52,1.13,51.5,133.09,155.71,28.12
2114,1613962800,5,2376.56,24.14,65.12,3.53,70.57,174.71,204.42,39.52
2115,1613966400,5,3685.0,54.09,86.37,12.7,97.28,257.83,301.14,59.28
2116,1613970000,5,4859.92,50.96,131.61,40.41,120.16,350.87,403.12,72.96
2117,1613973600,5,5500.79,25.03,168.62,134.47,131.61,456.62,512.75,74.98
2118,1613977200,5,5874.63,11.06,168.62,320.44,125.89,625.96,686.51,65.86
2119,1613980800,5,4806.52,5.42,122.01,463.49,90.6,679.76,737.54,41.04
2120,1613984400,5,2750.4,3.02,65.12,406.27,55.79,437.67,484.99,23.05
2121,1613988000,5,1161.58,1.52,26.05,268.94,30.52,155.97,186.94,12.54
2122,1613991600,5,947.95,1.45,25.71,200.27,23.13,98.64,126.11,11.65
2123,1613995200,5,988.01,1.1,32.9,153.07,20.98,91.7,118.76,11.53
2124,1613998800,5,1134.87,0.22,42.5,120.16,23.37,102.94,133.58,13.3
2125,1614002400,5,1321.79,0.0,43.87,108.72,28.37,120.31,159.05,16.09
2126,1614006000,5,1415.25,0.0,42.5,113.01,32.42,133.63,180.66,16.97
2127,1614009600,5,1895.9,0.0,56.21,110.15,45.3,177.7,237.03,22.29
2128,1614013200,5,2990.72,0.0,86.37,92.98,67.71,275.97,356.08,33.44
2129,1614016800,5,4058.84,0.0,113.79,71.53,83.92,379.63,477.01,40.03
2130,1614020400,5,4753.11,0.0,132.98,48.64,89.65,449.43,554.98,36.99
2131,1614024000,5,5287.17,0.0,148.06,26.46,87.74,494.85,603.05,33.44
2132,1614027600,5,5661.01,0.12,153.54,12.7,87.74,524.33,630.52,32.93
2133,1614031200,5,5607.61,0.4,146.69,7.87,89.65,526.9,627.33,32.93
2134,1614034800,5,5233.76,0.32,130.24,8.94,86.78,497.29,587.31,30.4
2135,1614038400,5,4592.9,0.13,113.79,12.88,82.97,444.6,519.59,26.6
2136,1614042000,5,3845.22,0.08,101.45,16.09,82.97,380.81,439.86,23.81
2137,1614045600,5,4165.65,5.14,119.27,3.62,99.18,390.88,452.78,35.97
2138,1614049200,5,4913.33,23.92,139.83,6.71,121.12,438.24,509.63,50.66
2139,1614052800,5,3738.4,17.43,142.57,52.21,164.03,360.54,411.45,40.03
2140,1614056400,5,4005.43,22.58,161.77,95.84,198.36,405.45,460.82,45.6
2141,1614060000,5,4005.43,17.43,168.62,180.24,205.99,466.91,529.51,43.06
2142,1614063600,5,2990.72,9.39,123.38,283.24,152.59,443.38,509.63,27.11
2143,1614067200,5,1789.09,3.97,58.26,311.85,80.11,320.24,392.59,13.43
2144,1614070800,5,1094.82,2.1,28.1,257.49,41.49,204.36,275.41,8.74
2145,1614074400,5,827.79,1.37,17.31,200.27,24.56,151.99,209.44,6.46
2146,1614078000,5,881.2,1.08,17.82,171.66,21.7,156.62,201.13,6.08
2147,1614081600,5,1028.06,0.61,23.99,163.08,22.65,177.46,214.76,6.84
2148,1614085200,5,1214.98,0.1,33.59,171.66,30.99,207.42,245.97,9.12
2149,1614088800,5,1522.06,0.0,44.55,167.37,47.68,244.5,291.8,13.17
2150,1614092400,5,1976.01,0.0,61.69,137.33,68.67,286.79,347.24,19.0
2151,1614096000,5,3017.43,0.0,98.71,84.4,98.23,362.08,438.65,33.95
2152,1614099600,5,4432.68,0.01,143.95,36.48,123.98,452.25,544.62,53.2
2153,1614103200,5,5661.01,1.31,175.48,8.94,137.33,523.38,624.19,62.82
2154,1614106800,5,6141.66,4.19,186.44,1.38,135.42,547.11,643.47,58.77
2155,1614110400,5,6248.47,5.7,183.7,0.61,129.7,550.2,641.2,51.68
2156,1614114000,5,6088.26,8.05,178.22,0.19,123.98,535.02,622.47,46.1
2157,1614117600,5,5607.61,9.72,159.03,0.12,116.35,496.5,577.38,40.53
2158,1614121200,5,4753.11,7.26,130.24,0.44,98.23,425.07,500.94,35.47
2159,1614124800,5,3204.35,1.68,91.85,5.36,70.57,297.53,360.91,25.33
2160,1614128400,5,2002.72,0.19,66.49,14.13,58.17,203.59,250.53,19.76
2161,1614132000,5,2216.34,2.82,79.51,5.41,76.29,215.94,262.01,27.87
2162,1614135600,5,3017.43,19.22,95.96,5.81,108.72,272.41,325.6,39.52
2163,1614139200,5,3631.59,30.85,117.9,25.75,162.13,324.4,379.55,46.1
2164,1614142800,5,4165.65,31.29,150.8,65.8,207.9,388.45,448.36,53.2
2165,1614146400,5,4592.9,21.68,178.22,151.63,240.33,488.77,555.33,55.22
2166,1614150000,5,4272.46,12.18,161.77,271.8,213.62,575.12,652.96,43.57
2167,1614153600,5,3044.13,6.26,100.08,329.02,133.51,524.98,612.08,25.59
2168,1614157200,5,1949.31,3.3,52.78,297.55,74.39,368.44,450.81,15.96
2169,1614160800,5,1308.44,1.93,31.19,246.05,44.35,249.04,316.62,10.26
2170,1614164400,5,1281.74,1.31,30.85,248.91,51.98,260.1,317.07,7.35
2171,1614168000,5,1335.14,0.78,40.44,243.19,64.85,275.64,326.42,5.57
2172,1614171600,5,1348.5,0.14,49.35,197.41,64.85,249.64,298.07,6.33
2173,1614175200,5,1401.9,0.0,48.67,158.79,58.65,224.41,277.88,9.5
2174,1614178800,5,1468.66,0.0,45.93,140.19,51.5,204.15,265.83,13.05
2175,1614182400,5,2029.42,0.0,62.38,111.58,56.27,216.61,291.12,22.8
2176,1614186000,5,3337.86,0.0,106.93,62.23,76.29,290.95,389.37,40.53
2177,1614189600,5,4859.92,0.08,156.28,23.25,98.23,395.45,508.44,55.73
2178,1614193200,5,5340.58,0.08,169.99,15.74,104.9,432.82,534.42,52.69
2179,1614196800,5,4379.27,0.0,135.72,28.61,93.46,364.78,441.94,37.49
2180,1614200400,5,3070.83,0.0,90.48,50.78,78.2,271.56,327.99,25.33
2181,1614204000,5,1762.39,0.0,51.41,82.25,56.74,179.22,219.13,15.45
2182,1614207600,5,1201.63,0.0,34.62,94.41,46.25,137.28,168.77,13.05
2183,1614211200,5,1068.12,0.0,32.9,92.98,47.21,127.43,154.02,13.05
2184,1614214800,5,1161.58,0.0,38.73,86.55,55.31,131.77,156.48,15.07
2185,1614218400,5,1588.82,0.01,58.95,66.52,69.62,153.22,184.01,23.56
2186,1614222000,5,2189.64,2.29,90.48,45.78,88.69,183.42,223.8,33.95
2187,1614225600,5,2563.48,11.85,104.19,52.21,113.49,205.81,251.78,39.52
2188,1614229200,5,2723.69,16.76,102.82,75.82,122.07,223.38,277.28,41.54
2189,1614232800,5,2216.34,11.4,79.51,123.02,99.18,203.38,260.52,32.93
2190,1614236400,5,1321.79,5.14,43.18,165.94,60.08,143.14,190.14,18.24
2191,1614240000,5,854.49,2.74,24.68,177.38,41.49,104.05,139.17,10.64
2192,1614243600,5,734.33,2.04,20.56,185.97,41.49,99.0,129.29,7.47
2193,1614247200,5,674.25,1.4,18.17,197.41,42.92,104.57,134.07,4.88
2194,1614250800,5,680.92,1.19,20.74,188.83,41.01,103.01,131.3,4.62
2195,1614254400,5,687.6,0.84,26.05,161.65,35.76,90.69,117.84,5.07
2196,1614258000,5,747.68,0.17,31.53,133.04,33.85,85.8,114.07,6.4
2197,1614261600,5,821.11,0.0,30.16,121.59,34.33,92.38,125.98,8.36
2198,1614265200,5,867.84,0.0,27.08,121.59,32.9,97.25,136.76,9.88
2199,1614268800,5,1468.66,0.0,44.55,97.28,41.01,130.99,186.77,20.77
2200,1614272400,5,2323.15,0.0,70.6,62.94,53.41,178.55,256.58,32.93
2201,1614276000,5,3044.13,0.01,97.33,34.69,64.85,220.54,315.22,40.53
2202,1614279600,5,3284.45,0.25,113.79,15.56,67.71,231.85,328.36,38.51
2203,1614283200,5,3471.37,3.63,120.64,2.66,69.62,243.45,338.05,36.48
2204,1614286800,5,3952.03,12.18,122.01,0.07,81.06,278.99,371.63,41.04
2205,1614290400,5,4058.84,14.75,119.27,0.05,91.55,294.53,379.65,44.58
2206,1614294000,5,3791.81,13.64,111.04,0.09,93.46,283.99,359.93,43.57
2207,1614297600,5,3417.97,9.95,102.82,0.49,87.74,259.02,324.33,36.99
2208,1614301200,5,2483.37,0.82,93.22,9.3,84.88,191.11,237.73,26.35
2209,1614304800,5,2616.88,6.09,100.08,2.71,96.32,190.46,239.28,32.17
2210,1614308400,5,2777.1,24.36,98.71,6.35,107.77,187.99,239.71,35.97
2211,1614312000,5,2002.72,28.16,84.31,25.39,123.98,135.1,174.94,27.11
2212,1614315600,5,1762.39,27.72,77.46,44.7,121.12,127.12,170.83,24.57
2213,1614319200,5,1295.09,16.09,58.95,76.53,90.6,107.14,157.75,17.73
2214,1614322800,5,801.09,6.82,33.24,110.15,53.88,76.15,130.98,10.51
2215,1614326400,5,600.82,3.63,20.74,124.45,35.76,61.52,113.13,7.98
2216,1614330000,5,560.76,2.79,17.82,133.04,30.99,60.97,104.89,6.9
2217,1614333600,5,527.38,2.21,15.59,133.04,25.27,58.08,98.53,5.83
2218,1614337200,5,560.76,2.21,18.68,124.45,23.37,58.09,99.03,6.21
2219,1614340800,5,614.17,1.98,25.71,108.72,23.37,56.65,98.05,7.03
2220,1614344400,5,774.38,0.62,38.04,86.55,25.51,60.04,105.18,9.75
2221,1614348000,5,974.66,0.0,42.5,73.67,28.61,69.47,124.78,14.06
2222,1614351600,5,1108.17,0.0,41.47,75.1,30.99,77.51,143.12,16.97
2223,1614355200,5,1268.39,0.0,43.87,75.1,34.33,88.34,161.53,19.0
2224,1614358800,5,1241.68,0.0,40.44,76.53,32.9,88.51,163.28,17.48
2225,1614362400,5,961.3,0.0,31.19,80.11,25.75,71.2,137.64,12.41
2226,1614366000,5,660.9,0.0,22.96,84.4,19.55,54.74,107.53,6.78
2227,1614369600,5,694.28,0.0,25.02,77.96,20.03,59.12,110.71,6.59
2228,1614373200,5,921.25,0.0,31.87,64.37,25.51,75.19,132.16,8.61
2229,1614376800,5,1268.39,0.0,41.47,47.92,33.38,99.64,164.98,12.03
2230,1614380400,5,1695.63,0.01,55.52,27.9,43.39,132.51,205.67,15.96
2231,1614384000,5,2216.34,0.61,73.34,9.21,56.27,171.94,249.9,19.51
2232,1614387600,5,2536.77,5.87,78.14,0.94,63.9,197.07,272.58,21.28
2233,1614391200,5,2857.21,20.56,76.08,0.1,74.39,218.0,291.37,27.61
2234,1614394800,5,3257.75,39.79,80.2,4.78,92.51,242.3,317.09,33.44
2235,1614398400,5,2243.04,28.16,93.22,33.62,143.05,185.71,246.2,23.05
2236,1614402000,5,2349.85,28.39,104.19,62.23,160.22,212.3,275.48,24.07
2237,1614405600,5,2082.82,17.21,91.85,113.01,135.42,225.55,295.66,19.0
2238,1614409200,5,1188.28,5.87,43.53,165.94,66.76,167.62,244.23,10.01
2239,1614412800,5,647.54,2.1,16.62,160.22,29.09,102.35,173.54,6.84
2240,1614416400,5,514.03,1.72,12.17,137.33,20.74,81.81,139.29,5.13
2241,1614420000,5,480.65,1.23,10.28,144.48,19.79,77.34,124.9,3.55
2242,1614423600,5,487.33,1.06,11.82,155.93,21.22,75.57,116.1,3.23
2243,1614427200,5,500.68,0.87,15.59,150.2,20.03,69.98,106.33,3.45
2244,1614430800,5,534.06,0.25,19.71,133.04,19.07,63.89,98.79,4.56
2245,1614434400,5,567.44,0.0,19.02,118.73,18.12,60.27,97.23,6.27
2246,1614438000,5,587.46,0.0,17.14,113.01,17.41,57.32,97.07,7.41
2247,1614441600,5,654.22,0.0,18.68,105.86,19.31,58.5,100.0,9.12
2248,1614445200,5,727.65,0.0,20.91,98.71,21.7,62.33,104.58,10.51
2249,1614448800,5,734.33,0.0,21.94,91.55,21.94,63.85,105.73,9.75
2250,1614452400,5,754.36,0.0,25.71,81.54,20.74,66.57,107.6,8.36
2251,1614456000,5,934.6,0.0,33.59,64.37,23.84,76.53,118.77,9.5
2252,1614459600,5,1201.63,0.0,42.16,48.64,32.42,93.06,137.03,12.79
2253,1614463200,5,1361.85,0.0,46.61,40.05,41.01,106.05,150.44,15.45
2254,1614466800,5,1415.25,0.0,47.98,35.41,45.3,111.53,154.99,16.09
2255,1614470400,5,1388.55,0.0,47.98,32.54,46.25,111.64,154.23,15.83
2256,1614474000,5,1308.44,0.0,48.67,30.4,47.68,106.73,147.27,15.45
2257,1614477600,5,1642.23,0.57,60.32,16.27,55.79,126.67,172.39,21.53
2258,1614481200,5,2189.64,11.62,67.86,15.02,68.67,162.27,215.49,29.39
2259,1614484800,5,2723.69,21.68,76.08,37.55,84.88,207.15,265.2,34.96
2260,1614488400,5,3284.45,20.56,100.08,82.25,101.09,278.36,347.39,41.04
2261,1614492000,5,3311.16,11.62,100.08,174.52,103.95,339.47,417.86,39.52
2262,1614495600,5,2296.45,4.81,60.32,260.35,79.16,302.32,378.35,25.08
2263,1614499200,5,1214.98,2.24,28.1,251.77,47.68,190.1,251.29,13.43
2264,1614502800,5,774.38,1.84,18.68,197.41,29.56,113.25,159.78,8.99
2265,1614506400,5,600.82,1.52,13.88,161.65,17.88,83.24,123.06,5.83
2266,1614510000,5,627.52,1.31,14.91,161.65,19.79,92.35,129.7,4.62
2267,1614513600,5,680.92,0.89,19.54,178.81,30.52,117.15,152.69,3.14
2268,1614517200,5,747.68,0.21,25.36,174.52,36.72,129.04,164.25,3.42
2269,1614520800,5,867.84,0.0,28.1,151.63,38.15,131.38,168.98,6.4
2270,1614524400,5,988.01,0.0,31.53,127.32,38.62,127.91,169.71,10.39
2271,1614528000,5,1428.6,0.0,45.93,94.41,46.73,134.75,179.16,20.01
2272,1614531600,5,2136.23,0.0,67.86,59.37,58.65,162.13,213.59,31.92
2273,1614535200,5,2616.88,0.0,85.0,36.12,65.8,183.86,242.68,36.99
2274,1614538800,5,2536.77,0.0,87.05,25.75,61.04,175.78,233.29,31.41
2275,1614542400,5,2082.82,0.01,74.03,25.75,54.36,144.75,193.51,24.57
2276,1614546000,5,1441.96,0.0,53.47,33.62,47.68,105.19,140.81,18.75
2277,1614549600,5,947.95,0.0,36.67,42.92,39.1,73.94,98.96,13.68
2278,1614553200,5,988.01,0.0,37.01,41.49,41.96,74.09,98.21,14.95
2279,1614556800,5,1214.98,0.0,45.24,34.33,52.45,87.18,113.37,18.49
2280,1614560400,5,1428.6,0.02,52.78,24.68,59.61,97.69,126.29,22.04
2281,1614564000,5,1869.2,1.63,69.23,8.58,67.71,118.67,155.46,30.15
2282,1614567600,5,2323.15,16.32,74.03,9.21,75.34,140.71,188.46,37.49
2283,1614571200,5,2883.91,34.42,77.46,20.39,83.92,172.15,233.93,45.09
2284,1614574800,5,3471.37,34.42,98.71,45.42,95.37,222.48,301.38,52.69
2285,1614578400,5,3364.56,17.43,102.82,120.16,94.41,255.4,339.76,48.64
2286,1614582000,5,2483.37,6.71,69.92,211.72,74.39,233.92,307.05,33.95
2287,1614585600,5,1535.42,3.27,39.76,228.88,52.45,172.12,227.01,19.51
2288,1614589200,5,1081.47,2.15,28.1,226.02,45.78,150.3,195.39,11.91
2289,1614592800,5,794.41,1.15,18.68,228.88,37.19,138.69,185.42,6.46
2290,1614596400,5,754.36,0.91,19.54,220.3,34.81,132.1,185.02,5.38
2291,1614600000,5,741.01,0.63,23.65,208.86,36.72,127.71,184.96,4.69
2292,1614603600,5,747.68,0.15,27.42,188.83,37.19,116.75,173.1,5.45
2293,1614607200,5,787.74,0.0,27.42,163.08,35.76,100.8,154.7,8.23
2294,1614610800,5,841.14,0.0,27.08,144.48,33.85,87.88,140.31,11.02
2295,1614614400,5,1028.06,0.0,32.56,125.89,38.62,90.21,142.25,15.58
2296,1614618000,5,1241.68,0.0,37.7,113.01,42.92,100.36,156.63,19.76
2297,1614621600,5,1281.74,0.0,38.73,104.43,41.96,100.85,159.55,20.01
2298,1614625200,5,1041.41,0.0,33.93,97.28,34.81,84.84,138.26,14.69
2299,1614628800,5,821.11,0.0,28.45,87.98,30.99,69.01,112.65,10.89
2300,1614632400,5,747.68,0.0,27.08,76.53,34.81,63.3,99.77,10.13
2301,1614636000,5,734.33,0.0,27.76,62.23,42.44,60.23,92.33,9.88
2302,1614639600,5,854.49,0.0,34.27,41.84,62.94,66.82,97.82,10.77
2303,1614643200,5,1094.82,0.03,45.93,22.17,90.6,85.11,117.47,12.54
2304,1614646800,5,1361.85,0.27,54.15,11.62,98.23,102.34,138.03,16.47
2305,1614650400,5,1869.2,3.33,67.17,3.44,97.28,132.67,178.16,26.85
2306,1614654000,5,2670.29,21.01,78.83,9.3,105.86,182.55,243.19,41.04
2307,1614657600,5,4592.9,55.88,115.16,21.82,129.7,313.16,402.7,67.89
2308,1614661200,5,6515.5,50.96,194.67,67.95,156.4,502.35,626.37,89.17
2309,1614664800,5,6515.5,19.89,205.64,217.44,154.5,625.45,768.91,81.06
2310,1614668400,5,4219.06,6.71,113.79,349.05,104.9,513.34,645.9,49.14
2311,1614672000,5,2162.93,3.1,47.98,308.99,55.31,291.38,393.08,25.33
2312,1614675600,5,1388.55,2.63,31.87,234.6,33.38,176.64,251.37,17.48
2313,1614679200,5,814.44,1.06,14.91,231.74,25.03,133.84,184.22,8.04
2314,1614682800,5,734.33,0.86,15.94,251.77,37.19,132.2,172.19,5.13
2315,1614686400,5,680.92,0.67,19.71,234.6,47.21,116.65,151.32,3.58
2316,1614690000,5,660.9,0.18,24.33,191.69,47.68,92.25,123.34,4.24
2317,1614693600,5,741.01,0.0,27.08,157.36,47.68,80.34,113.01,7.54
2318,1614697200,5,867.84,0.0,30.5,140.19,51.02,79.69,117.96,11.4
2319,1614700800,5,1148.22,0.0,39.07,123.02,60.08,91.3,134.6,17.48
2320,1614704400,5,1361.85,0.0,45.24,108.72,63.9,103.9,152.32,21.53
2321,1614708000,5,1348.5,0.0,45.24,103.0,59.61,101.6,151.1,20.77
2322,1614711600,5,1081.47,0.0,38.73,103.0,49.59,84.41,127.45,15.2
2323,1614715200,5,867.84,0.0,33.59,101.57,44.35,70.39,103.18,11.78
2324,1614718800,5,814.44,0.0,32.22,95.84,46.25,65.43,90.4,11.78
2325,1614722400,5,774.38,0.0,30.85,89.41,45.3,60.41,81.27,11.78
2326,1614726000,5,807.76,0.0,30.85,82.25,44.35,60.59,81.03,12.67
2327,1614729600,5,894.55,0.0,33.59,75.1,47.21,66.19,87.63,14.19
2328,1614733200,5,1081.47,0.0,40.1,64.37,55.79,78.9,102.74,16.97
2329,1614736800,5,1562.12,0.05,59.63,42.56,77.25,116.43,148.78,23.81
2330,1614740400,5,2243.04,7.71,83.63,26.11,108.72,171.93,216.46,32.42
2331,1614744000,5,2857.21,21.23,94.59,44.7,139.24,227.71,282.89,40.03
2332,1614747600,5,3391.27,20.12,112.41,92.98,154.5,292.07,358.25,46.61
2333,1614751200,5,3524.78,11.74,113.79,194.55,156.4,361.4,436.33,45.6
2334,1614754800,5,2964.02,5.42,81.57,314.71,129.7,395.12,472.37,34.45
2335,1614758400,5,1976.01,2.46,42.5,346.18,76.29,321.93,394.5,21.79
2336,1614762000,5,1335.14,1.84,27.42,283.24,41.96,211.27,271.56,15.2
2337,1614765600,5,988.01,1.45,20.74,243.19,27.42,150.56,200.38,11.02
2338,1614769200,5,947.95,1.15,21.76,248.91,30.28,155.56,198.51,8.74
2339,1614772800,5,974.66,0.7,26.39,263.21,45.78,177.42,216.82,6.84
2340,1614776400,5,921.25,0.14,31.87,240.33,58.65,156.01,192.27,6.84
2341,1614780000,5,947.95,0.0,36.33,188.83,60.56,114.74,151.07,10.77
2342,1614783600,5,1081.47,0.0,41.13,158.79,61.04,99.47,138.54,15.83
2343,1614787200,5,1548.77,0.0,54.84,134.47,76.29,120.71,161.76,25.08
