,Datetime,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,AQI
955,1665410400,567.44,0.18,35.3,18.06,31.47,20.1,36.79,8.11,3
956,1665414000,660.9,0.23,35.64,16.45,34.33,24.92,45.48,9.75,3
957,1665417600,821.11,0.68,41.13,11.18,43.39,34.7,59.8,12.16,4
958,1665421200,1081.47,3.86,49.35,2.95,60.56,51.88,82.73,14.82,5
959,1665424800,1348.5,13.63,52.78,0.08,81.06,72.79,107.31,15.2,5
960,1665428400,1455.31,24.14,57.58,0.0,100.14,91.78,124.98,12.54,5
961,1665432000,1548.77,33.53,65.12,0.0,117.3,114.13,144.36,10.77,5
962,1665435600,1535.42,38.89,71.29,0.0,127.79,128.85,154.03,8.74,5
963,1665439200,1508.71,44.26,74.03,0.0,141.14,141.62,163.92,7.92,5
964,1665442800,1522.06,50.07,74.71,0.0,152.59,154.16,175.25,7.54,5
965,1665446400,1562.12,55.43,74.03,0.0,160.22,164.15,184.54,7.35,5
966,1665450000,1628.88,59.9,73.34,0.0,164.03,171.61,191.68,8.11,5
967,1665453600,1949.31,72.42,74.03,0.22,177.38,194.51,218.56,13.93,5
968,1665457200,2483.37,94.77,75.4,2.86,202.18,227.92,258.62,20.52,5
969,1665460800,2670.29,101.03,83.63,7.24,223.16,234.06,266.65,22.04,5
970,1665464400,2590.18,84.04,100.08,15.74,225.07,220.37,253.58,21.28,5
971,1665468000,2323.15,57.22,111.04,32.19,209.81,198.77,231.29,18.24,5
972,1665471600,1735.69,29.95,94.59,52.21,156.4,159.52,191.5,12.29,5
973,1665475200,1281.74,14.19,69.92,68.66,100.14,119.55,153.79,10.39,5
974,1665478800,961.3,7.04,49.35,75.82,64.85,75.53,110.99,10.51,5
975,1665482400,687.6,3.58,34.62,67.95,40.05,41.2,76.16,9.12,4
976,1665486000,594.14,2.24,31.53,44.7,29.8,28.9,58.86,8.61,4
977,1665489600,620.84,0.99,36.67,22.89,26.46,27.38,53.24,8.61,4
978,1665493200,741.0,1.05,43.87,9.92,29.33,32.62,56.26,9.5,4
979,1665496800,961.3,3.1,52.09,3.49,41.96,44.89,69.72,12.67,4
980,1665500400,1201.63,8.38,60.32,0.4,66.76,60.32,85.96,15.2,5
981,1665504000,1508.71,19.22,70.6,0.0,103.95,83.44,109.31,16.21,5
982,1665507600,1789.09,31.29,84.31,0.0,131.61,114.0,139.67,16.21,5
983,1665511200,1789.09,33.53,97.33,0.0,133.51,131.75,153.21,12.92,5
984,1665514800,1575.47,27.27,104.19,0.0,117.3,138.59,152.41,6.52,5
985,1665518400,1375.2,20.56,97.33,0.0,100.14,136.79,145.39,3.01,5
986,1665522000,1134.87,14.53,80.88,0.03,83.92,119.6,125.39,1.33,5
987,1665525600,921.25,9.39,65.12,0.18,73.43,95.97,100.74,0.27,5
988,1665529200,801.09,5.31,56.21,0.88,67.71,77.89,82.24,0.71,5
989,1665532800,741.0,1.9,50.04,3.84,61.99,65.75,69.74,1.76,5
990,1665536400,714.3,0.36,43.87,11.62,57.7,58.15,61.85,3.04,5
991,1665540000,814.44,0.35,47.3,13.95,61.99,60.65,65.63,5.57,5
992,1665543600,947.95,2.15,55.52,9.03,71.53,67.0,73.43,7.6,5
993,1665547200,1028.06,4.81,58.95,6.53,77.25,69.59,77.55,9.12,5
994,1665550800,1161.58,9.95,61.01,6.79,86.78,76.99,87.28,12.16,5
995,1665554400,1241.68,15.42,64.43,9.48,96.32,85.28,97.57,13.68,5
996,1665558000,1081.47,13.3,70.6,13.95,86.78,81.73,94.1,10.64,5
997,1665561600,961.3,9.16,82.94,7.24,82.02,81.37,94.07,7.85,5
998,1665565200,947.95,8.05,87.74,4.69,80.11,87.83,102.69,5.95,5
999,1665568800,867.84,2.93,78.14,7.24,66.76,85.45,102.91,4.12,5
1000,1665572400,894.55,0.45,71.29,18.06,61.04,86.38,105.2,5.13,5
1001,1665576000,1041.41,0.04,74.71,28.97,68.66,96.67,116.13,7.16,5
1002,1665579600,1415.25,0.16,97.33,21.46,86.78,120.02,141.97,11.65,5
1003,1665583200,1949.31,2.04,119.27,6.44,104.9,148.9,176.39,19.25,5
1004,1665586800,2456.67,7.38,123.38,0.88,116.35,176.0,210.23,26.85,5
1005,1665590400,3417.97,26.38,128.87,0.01,152.59,244.78,294.36,46.61,5
1006,1665594000,5180.36,66.16,135.72,0.0,211.72,376.78,453.35,84.1,5
1007,1665597600,6622.31,109.97,137.09,0.0,259.4,504.23,601.27,115.51,5
1008,1665601200,7156.37,135.9,135.72,0.0,274.66,560.07,658.02,121.59,5
1009,1665604800,6729.13,139.47,135.72,0.0,263.21,558.16,643.05,107.41,5
1010,1665608400,6034.85,134.11,138.46,0.0,244.14,536.4,606.35,86.13,5
1011,1665612000,5447.39,123.38,137.09,0.0,226.97,514.53,573.75,69.92,5
1012,1665615600,4966.74,111.76,135.72,0.0,215.53,493.13,544.41,60.29,5
1013,1665619200,4486.08,99.24,131.61,0.0,200.27,461.86,505.69,53.2,5
1014,1665622800,4005.43,84.04,124.75,0.0,173.57,417.71,454.07,46.61,5
1015,1665626400,3898.62,80.47,117.9,0.35,152.59,395.3,432.58,45.09,5
1016,1665630000,3738.4,79.57,115.16,5.59,139.24,370.69,406.58,36.48,5
1017,1665633600,2803.8,51.41,123.38,18.78,137.33,300.6,326.0,21.03,5
1018,1665637200,2696.99,32.63,139.83,50.78,148.77,298.1,324.67,21.03,5
1019,1665640800,2937.32,20.34,160.4,120.16,177.38,363.82,394.58,21.03,5
1020,1665644400,2990.72,12.41,168.62,197.41,200.27,461.51,495.07,13.17,5
1021,1665648000,2670.29,7.26,149.43,223.16,188.83,492.58,527.08,4.69,5
1022,1665651600,2189.64,3.3,116.53,243.19,162.12,441.43,476.89,2.37,5
1023,1665655200,1615.52,1.03,75.4,260.35,118.26,320.12,354.69,2.25,5
1024,1665658800,1428.6,0.36,67.17,226.02,102.04,246.13,279.76,3.58,5
1025,1665662400,1682.28,0.16,87.74,165.94,127.79,248.25,279.52,5.07,5
1026,1665666000,2510.07,0.1,127.49,107.29,192.64,344.56,374.89,4.62,5
1027,1665669600,3311.16,0.0,152.17,60.8,230.79,441.06,471.84,3.96,5
1028,1665673200,3524.78,0.0,154.91,38.98,219.35,455.41,483.62,4.18,5
1029,1665676800,3311.16,0.0,137.09,27.54,167.85,388.19,415.23,6.78,5
1030,1665680400,2937.32,0.13,120.64,15.2,118.26,300.26,328.0,12.41,5
1031,1665684000,2590.18,1.1,111.04,5.36,94.41,235.12,261.69,15.58,5
1032,1665687600,2269.74,2.85,100.08,1.18,81.06,191.85,214.47,14.06,5
1033,1665691200,2082.82,5.7,90.48,0.17,71.53,168.92,188.51,12.67,5
1034,1665694800,2056.12,9.95,82.94,0.02,65.8,163.04,180.3,11.91,5
1035,1665698400,2243.04,16.99,77.46,0.0,66.76,178.28,195.31,14.06,5
1036,1665702000,2510.07,24.59,71.97,0.0,73.43,198.03,216.45,19.0,5
1037,1665705600,2723.69,30.85,67.17,0.0,80.11,208.39,227.98,24.07,5
1038,1665709200,2857.21,36.66,63.06,0.0,85.83,212.79,234.47,29.13,5
1039,1665712800,3124.24,45.6,62.38,0.29,93.46,218.3,246.74,38.5,5
1040,1665716400,3124.24,50.07,66.49,3.35,94.41,206.56,236.88,38.5,5
1041,1665720000,2162.93,26.6,69.92,14.84,93.46,140.42,160.04,22.8,5
1042,1665723600,1682.28,12.18,63.75,57.22,83.92,109.26,125.21,16.97,5
1043,1665727200,1361.85,6.09,50.72,128.75,78.2,98.64,111.61,12.79,5
1044,1665730800,1001.36,2.6,32.56,188.83,62.94,82.39,90.84,7.54,5
1045,1665734400,907.9,1.48,29.13,214.58,60.08,86.41,93.81,5.95,5
1046,1665738000,921.25,1.05,35.3,223.16,65.8,99.49,108.31,5.38,5
1047,1665741600,1014.71,0.59,45.24,223.16,70.57,123.9,136.01,4.56,5
1048,1665745200,1455.31,0.31,74.03,200.27,105.86,194.56,211.75,5.0,5
1049,1665748800,2429.96,0.05,126.12,135.9,198.36,322.35,342.26,4.05,5
1050,1665752400,3177.64,0.0,178.22,57.22,297.55,372.49,390.26,3.17,5
1051,1665756000,2964.02,0.02,175.48,25.03,259.4,299.82,315.49,5.76,5
1052,1665759600,2510.07,0.19,145.32,15.02,190.73,222.93,237.77,9.63,5
1053,1665763200,2750.4,4.86,132.98,3.22,144.96,215.4,239.44,22.04,5
1054,1665766800,3685.0,21.01,130.24,0.01,137.33,267.33,307.9,43.57,5
1055,1665770400,4379.27,37.55,130.24,0.0,143.05,314.38,364.73,58.26,5
1056,1665774000,4486.08,45.6,126.12,0.0,141.14,323.89,372.37,57.25,5
1057,1665777600,3952.03,42.02,115.16,0.0,123.98,292.59,332.22,45.6,5
1058,1665781200,3337.86,33.53,100.08,0.0,99.18,253.69,284.93,33.94,5
1059,1665784800,2910.61,28.16,84.31,0.0,83.92,226.5,252.15,27.11,5
1060,1665788400,2643.59,25.93,71.97,0.0,78.2,211.11,233.96,25.33,5
1061,1665792000,2456.67,25.03,63.06,0.0,76.29,196.34,217.56,25.08,5
1062,1665795600,2403.26,26.82,56.21,0.0,75.34,187.51,208.97,26.6,5
1063,1665799200,2696.99,38.44,53.47,0.49,82.97,199.39,227.62,33.94,5
1064,1665802800,2937.32,45.6,61.01,7.69,88.69,208.4,241.53,33.94,5
1065,1665806400,2403.26,27.49,78.14,37.19,103.95,174.99,199.51,24.07,5
1066,1665810000,2590.18,17.88,93.22,95.84,112.53,213.25,241.74,24.83,5
1067,1665813600,2803.8,9.5,93.22,203.13,121.12,286.54,319.23,24.57,5
1068,1665817200,2723.69,4.69,77.46,340.46,135.42,368.79,401.54,20.01,5
1069,1665820800,2296.45,2.54,55.52,423.43,137.33,385.25,413.99,12.41,5
1070,1665824400,1789.09,1.62,40.78,429.15,125.89,327.17,353.13,9.37,5
1071,1665828000,1361.85,1.29,32.9,357.63,90.6,233.0,262.7,9.25,5
1072,1665831600,1068.12,1.17,31.19,240.33,49.59,139.94,175.6,11.27,5
1073,1665835200,881.2,0.62,32.9,155.93,29.09,98.27,131.34,10.39,5
1074,1665838800,881.2,0.04,34.62,118.73,23.37,90.7,119.42,10.77,5
1075,1665842400,961.3,0.0,34.96,94.41,24.56,89.6,120.37,12.79,5
1076,1665846000,1068.12,0.0,34.96,75.82,27.66,92.25,127.78,14.57,5
1077,1665849600,1375.2,0.0,43.87,57.94,39.1,110.37,149.67,18.49,5
1078,1665853200,1895.9,0.0,58.95,33.97,56.27,143.53,185.13,25.84,5
1079,1665856800,1895.9,0.02,58.95,21.1,56.27,142.16,177.77,26.09,5
1080,1665860400,1468.66,0.06,50.04,16.09,41.96,113.94,139.14,17.99,5
1081,1665864000,1201.63,0.08,42.5,13.95,31.47,97.13,116.88,13.05,5
1082,1665867600,1054.76,0.06,34.27,14.48,26.46,88.2,105.5,11.02,5
1083,1665871200,961.3,0.04,28.45,17.34,25.27,81.58,97.02,10.26,5
1084,1665874800,894.55,0.02,26.05,20.92,26.23,77.17,91.24,10.13,5
1085,1665878400,854.49,0.01,26.39,23.6,27.66,74.38,87.28,10.13,5
1086,1665882000,881.2,0.01,29.13,25.39,29.56,73.41,86.16,11.02,5
1087,1665885600,1161.58,1.93,39.76,23.6,37.67,85.98,102.58,16.72,5
1088,1665889200,1615.52,11.29,52.09,30.04,50.54,108.29,131.22,24.57,5
1089,1665892800,1949.31,17.43,63.75,49.35,59.6,129.26,156.74,28.63,5
1090,1665896400,2109.53,14.31,71.97,92.98,67.71,158.75,189.61,29.89,5
1091,1665900000,2189.64,7.82,68.55,183.11,79.15,209.3,241.79,28.88,5
1092,1665903600,1762.39,3.8,52.09,271.8,97.27,228.53,255.0,21.53,5
1093,1665907200,1401.9,2.6,44.55,297.55,104.9,214.16,236.37,15.45,5
1094,1665910800,1148.22,1.98,40.44,288.96,101.09,182.19,203.57,12.41,5
1095,1665914400,921.25,1.31,33.93,243.19,73.43,132.3,158.58,11.15,5
1096,1665918000,847.82,0.78,31.19,177.38,44.82,100.15,131.99,11.02,5
1097,1665921600,841.14,0.23,33.59,133.04,29.8,89.85,122.98,10.64,5
1098,1665925200,934.6,0.01,38.04,104.43,26.7,91.73,125.97,11.27,5
1099,1665928800,1134.87,0.0,44.55,80.82,31.47,100.72,138.53,14.19,5
1100,1665932400,1415.25,0.0,53.47,62.23,41.01,115.78,158.7,18.24,5
1101,1665936000,1762.39,0.0,65.8,48.64,51.5,143.63,190.06,20.77,5
1102,1665939600,1895.9,0.0,67.17,43.63,55.31,167.45,210.29,18.75,5
1103,1665943200,1602.17,0.0,50.72,48.64,46.73,153.33,184.39,12.92,5
1104,1665946800,1054.76,0.0,27.42,58.65,32.42,104.81,121.19,6.71,5
1105,1665950400,814.44,0.0,21.25,53.64,29.09,72.55,81.67,4.62,5
1106,1665954000,767.71,0.0,23.99,38.62,31.47,54.22,61.28,4.62,5
1107,1665957600,761.03,0.0,29.13,28.25,37.19,44.58,51.11,4.69,4
1108,1665961200,767.71,0.01,31.53,24.68,41.01,40.83,47.45,5.07,4
1109,1665964800,761.03,0.01,30.16,24.68,41.48,37.69,44.28,5.38,4
1110,1665968400,787.73,0.03,30.5,22.89,43.39,36.44,43.26,6.21,4
1111,1665972000,961.3,1.37,36.33,15.74,52.45,42.26,51.18,9.63,4
1112,1665975600,1201.63,10.62,40.1,20.21,63.9,53.33,65.28,13.17,5
1113,1665979200,1148.22,10.62,38.39,39.34,58.65,47.69,58.0,12.16,4
1114,1665982800,1054.76,7.15,35.64,62.94,52.93,43.44,51.6,11.15,4
1115,1665986400,1014.71,4.92,33.93,90.12,51.98,46.44,53.33,10.39,4
1116,1665990000,947.95,3.07,28.79,128.75,47.21,54.03,60.09,8.36,5
1117,1665993600,894.55,1.96,23.65,177.38,44.35,69.73,75.81,6.33,5
1118,1665997200,827.79,1.42,20.39,203.13,39.1,76.79,83.05,5.0,5
1119,1666000800,934.6,1.33,25.7,185.97,31.95,76.17,85.97,8.11,5
1120,1666004400,1308.44,1.27,45.24,135.9,35.29,83.43,99.14,15.07,5
1121,1666008000,1869.2,0.44,80.2,77.96,48.64,104.3,127.06,24.32,5
1122,1666011600,2590.18,0.05,120.64,29.68,69.62,145.29,173.88,32.93,5
1123,1666015200,2964.02,0.24,124.75,16.09,79.15,171.53,198.39,32.42,5
1124,1666018800,2269.74,0.05,80.88,22.71,65.8,128.97,146.39,20.77,5
1125,1666022400,1174.93,0.01,49.35,28.61,52.45,61.23,68.78,7.54,5
1126,1666026000,1121.52,0.05,52.09,20.38,51.98,57.02,64.65,7.66,5
1127,1666029600,1134.87,0.11,54.84,16.09,53.88,58.46,66.08,7.54,5
1128,1666033200,1041.41,0.08,52.09,15.91,51.5,55.26,61.41,5.38,5
1129,1666036800,947.95,0.03,45.93,18.6,47.68,52.97,58.07,3.8,5
1130,1666040400,894.55,0.02,40.1,20.74,43.87,52.74,57.57,3.2,5
1131,1666044000,867.84,0.01,35.3,22.71,41.48,52.66,57.4,3.17,5
1132,1666047600,854.49,0.01,31.87,23.96,40.05,52.82,57.55,3.29,5
1133,1666051200,847.82,0.01,29.82,24.68,37.67,52.05,56.68,3.26,5
1134,1666054800,854.49,0.02,29.13,24.32,36.72,50.29,54.44,3.23,5
1135,1666058400,921.25,0.04,29.13,25.75,36.24,48.52,53.13,4.62,4
1136,1666062000,961.3,0.11,29.13,33.26,36.72,44.55,49.13,5.19,4
1137,1666065600,947.95,0.26,27.42,46.49,37.67,41.03,44.95,4.62,4
1138,1666069200,934.6,0.75,26.05,55.79,38.15,39.4,43.13,4.5,4
1139,1666072800,867.84,1.23,24.33,62.94,36.24,36.64,40.04,3.96,4
1140,1666076400,767.71,1.4,21.25,68.66,29.8,31.5,35.0,3.45,4
1141,1666080000,714.3,1.3,19.54,70.1,25.99,28.72,32.38,3.32,4
1142,1666083600,687.6,1.13,19.19,73.67,25.99,28.56,32.36,3.42,4
1143,1666087200,640.87,0.89,18.16,78.68,24.08,27.0,31.06,3.26,4
1144,1666090800,614.17,0.37,19.36,73.67,23.37,25.01,29.4,3.32,4
1145,1666094400,620.84,0.11,21.93,65.09,24.56,23.97,28.53,3.55,3
1146,1666098000,1001.36,0.04,42.16,38.62,32.42,40.38,50.27,9.63,4
1147,1666101600,1655.58,1.76,65.12,9.21,48.16,75.53,95.08,21.28,5
1148,1666105200,2162.93,7.1,69.92,1.21,64.85,106.72,133.49,32.17,5
1149,1666108800,2269.74,5.81,69.92,1.74,73.43,118.23,145.35,34.96,5
1150,1666112400,2002.72,1.9,61.01,5.72,62.94,106.9,130.36,28.37,5
1151,1666116000,1482.01,0.25,45.24,15.91,46.73,77.51,93.84,16.72,5
1152,1666119600,841.14,0.0,27.76,35.05,35.76,40.9,47.49,4.43,4
1153,1666123200,767.71,0.0,25.36,37.91,32.9,37.32,42.24,2.66,4
1154,1666126800,781.06,0.0,27.08,36.12,32.9,41.46,45.83,1.93,4
1155,1666130400,841.14,0.0,34.27,30.76,37.19,53.15,57.29,0.73,5
1156,1666134000,961.3,0.07,47.98,18.95,46.25,74.77,79.17,0.0,5
1157,1666137600,1108.17,0.87,65.12,6.97,59.13,105.75,110.54,0.0,5
1158,1666141200,1321.79,6.59,80.2,0.51,76.29,150.54,156.54,0.0,5
1159,1666144800,1735.69,22.58,87.05,0.14,101.09,201.22,211.65,0.01,5
1160,1666148400,2349.85,49.62,87.74,0.61,133.51,250.43,268.44,1.6,5
1161,1666152000,2696.99,69.74,87.74,1.31,165.94,271.72,294.62,5.83,5
1162,1666155600,2696.99,73.31,91.85,0.7,181.2,265.79,289.61,7.54,5
1163,1666159200,2696.99,75.1,97.33,0.93,196.46,265.62,289.66,8.23,5
1164,1666162800,2964.02,77.78,111.04,5.19,192.64,299.03,330.29,12.41,5
1165,1666166400,3417.97,65.27,150.8,22.89,183.11,372.44,415.83,18.49,5
1166,1666170000,3738.4,37.1,194.67,75.82,175.48,450.05,501.84,21.53,5
1167,1666173600,3364.56,13.86,189.19,154.5,150.68,469.17,520.96,17.73,5
1168,1666177200,2803.8,3.3,152.17,171.66,113.49,399.9,444.27,12.41,5
1169,1666180800,2483.37,0.33,130.24,128.75,92.51,331.7,370.99,8.99,5
1170,1666184400,2616.88,0.0,134.35,68.66,90.6,318.97,357.85,9.37,5
1171,1666188000,3231.05,0.04,154.91,30.04,106.81,361.51,409.22,19.0,5
1172,1666191600,4112.24,1.17,180.96,9.3,133.51,433.79,494.5,35.46,5
1173,1666195200,5073.55,7.71,208.38,0.7,171.66,536.5,605.56,48.13,5
1174,1666198800,5554.2,12.74,219.35,0.06,194.55,602.81,666.24,48.64,5
1175,1666202400,4753.11,8.05,202.89,0.42,169.75,555.32,598.25,27.87,5
1176,1666206000,3204.35,0.78,157.65,5.59,137.33,424.39,445.89,3.58,5
1177,1666209600,2643.59,0.34,130.24,7.06,115.39,369.29,385.21,0.31,5
1178,1666213200,2429.96,0.61,117.9,4.6,102.04,365.64,379.34,0.0,5
1179,1666216800,2456.67,1.96,115.16,1.23,94.41,384.47,398.63,0.0,5
1180,1666220400,2616.88,4.36,113.79,0.16,92.51,401.48,417.62,0.0,5
1181,1666224000,2777.1,7.6,116.53,0.02,98.23,416.85,435.09,0.0,5
1182,1666227600,3044.13,14.75,123.38,0.0,107.77,432.9,453.22,0.0,5
1183,1666231200,3845.21,37.55,134.35,0.26,129.7,491.89,522.2,6.9,5
1184,1666234800,4646.3,73.31,149.43,2.5,169.75,552.12,589.4,14.19,5
1185,1666238400,3471.37,74.21,156.28,9.12,217.44,449.71,473.71,0.36,5
1186,1666242000,3150.94,59.9,160.4,27.54,223.16,403.89,428.59,0.0,5
1187,1666245600,3124.24,36.21,178.22,79.39,232.7,404.85,430.94,1.35,5
1188,1666249200,3044.13,18.1,180.96,174.52,234.6,447.93,474.96,1.54,5
1189,1666252800,2883.91,8.94,175.48,234.6,215.53,496.56,524.29,0.63,5
1190,1666256400,2563.48,3.8,153.54,257.49,169.75,522.43,550.66,0.0,5
1191,1666260000,2376.56,0.94,109.67,314.71,108.72,546.82,580.03,0.0,5
1192,1666263600,2536.77,0.59,84.31,400.54,81.06,593.21,636.23,0.0,5
1193,1666267200,2937.32,0.2,89.11,406.27,81.06,649.28,702.08,0.0,5
1194,1666270800,3791.81,0.01,102.82,334.74,100.14,756.06,822.35,0.7,5
1195,1666274400,4806.52,0.0,116.53,246.05,125.89,916.68,997.84,1.17,5
1196,1666278000,5287.17,0.0,116.53,185.97,158.31,966.82,1050.75,1.28,5
1197,1666281600,4219.06,0.0,94.59,165.94,234.6,768.0,826.75,0.58,5
1198,1666285200,4219.06,0.0,113.79,91.55,263.21,707.55,761.16,0.55,5
1199,1666288800,3898.62,0.0,123.38,54.36,240.33,617.41,663.1,0.72,5
1200,1666292400,3311.16,0.0,117.9,40.05,194.55,500.31,536.23,0.96,5
1201,1666296000,2857.21,0.0,104.19,34.69,144.96,414.64,443.8,1.66,5
1202,1666299600,2429.96,0.0,85.0,34.69,104.9,325.39,348.49,3.8,5
1203,1666303200,2136.23,0.0,70.6,33.62,83.92,255.85,274.99,7.47,5
1204,1666306800,1949.31,0.0,61.01,28.97,72.48,205.68,222.27,10.26,5
1205,1666310400,1789.09,0.01,55.52,21.82,64.85,168.3,183.51,11.78,5
1206,1666314000,1695.63,0.32,54.15,11.27,59.13,138.55,153.1,13.3,5
1207,1666317600,1895.9,8.49,56.89,2.91,65.8,130.82,149.83,19.76,5
1208,1666321200,2243.04,26.82,60.32,13.05,80.11,139.09,164.2,26.35,5
1209,1666324800,2189.64,23.47,70.6,40.77,85.83,131.65,155.92,25.33,5
1210,1666328400,2002.72,12.41,67.17,97.27,82.97,127.16,148.51,21.79,5
1211,1666332000,1762.39,6.15,53.47,173.09,81.06,130.45,148.6,16.97,5
1212,1666335600,1428.6,3.13,40.1,231.74,77.25,128.79,142.27,10.77,5
1213,1666339200,1308.44,2.1,35.99,283.24,78.2,148.17,160.45,7.66,5
1214,1666342800,1281.74,1.59,37.36,329.02,80.11,181.11,194.07,5.7,5
1215,1666346400,1255.04,1.15,39.07,360.49,72.48,210.11,225.17,4.56,5
1216,1666350000,1388.55,0.78,48.67,366.21,79.15,253.3,272.81,4.81,5
1217,1666353600,1735.69,0.25,67.17,371.93,103.95,335.14,360.93,5.19,5
1218,1666357200,2536.77,0.01,78.14,343.32,171.66,480.3,513.25,3.23,5
1219,1666360800,3417.97,0.0,84.31,274.66,278.47,593.09,631.09,1.54,5
1220,1666364400,3631.59,0.0,95.96,178.81,328.06,562.46,599.93,1.11,5
1221,1666368000,3257.75,0.0,106.93,98.71,242.23,440.44,474.61,2.22,5
1222,1666371600,3044.13,0.0,108.3,55.79,141.14,324.58,357.76,10.26,5
1223,1666375200,2910.61,0.0,101.45,32.54,94.41,237.21,268.96,18.49,5
1224,1666378800,2643.59,0.03,91.85,20.74,73.43,175.09,202.39,17.73,5
1225,1666382400,2216.34,0.02,73.34,17.52,54.84,120.23,141.01,12.79,5
1226,1666386000,1789.09,0.03,52.78,16.45,38.15,82.81,98.72,8.74,5
1227,1666389600,1535.42,0.06,38.39,13.59,30.28,63.06,76.54,7.22,5
1228,1666393200,1348.5,0.11,30.85,11.27,28.37,51.18,63.19,6.71,5
1229,1666396800,1174.93,0.09,26.73,13.23,28.61,41.09,50.78,6.27,4
1230,1666400400,947.95,0.0,22.28,29.33,29.8,29.57,35.47,5.07,4
1231,1666404000,961.3,0.29,23.99,33.97,31.47,30.14,36.13,6.08,4
1232,1666407600,1028.06,3.07,25.36,46.49,33.86,33.09,39.77,7.22,4
1233,1666411200,1375.2,6.31,34.62,70.81,39.58,53.4,63.99,14.19,5
1234,1666414800,1895.9,6.43,45.93,118.73,54.84,98.26,114.69,25.59,5
1235,1666418400,2323.15,4.64,51.41,203.13,72.48,164.32,185.88,33.94,5
1236,1666422000,2696.99,3.1,57.58,320.43,88.69,262.71,289.63,38.0,5
1237,1666425600,2616.88,2.15,54.15,411.99,90.6,334.61,363.61,32.17,5
1238,1666429200,2029.42,1.45,41.13,411.99,78.2,293.0,317.33,18.75,5
1239,1666432800,1281.74,0.99,29.13,337.6,62.94,170.95,186.88,7.66,5
1240,1666436400,1255.04,0.81,34.27,291.82,54.84,145.02,163.73,8.11,5
1241,1666440000,1388.55,0.35,47.98,257.49,58.65,150.24,173.35,9.75,5
1242,1666443600,1762.39,0.02,64.43,226.02,78.2,203.11,234.12,11.15,5
1243,1666447200,2189.64,0.0,69.92,203.13,97.27,273.16,313.48,11.4,5
1244,1666450800,2376.56,0.0,65.12,194.55,100.14,308.55,357.73,11.4,5
1245,1666454400,3150.94,0.0,79.51,157.36,103.0,373.59,440.95,18.24,5
1246,1666458000,4646.3,0.0,115.16,90.12,118.26,482.98,576.39,34.96,5
1247,1666461600,5767.82,0.0,148.06,43.27,133.51,557.92,667.13,50.16,5
1248,1666465200,6034.85,0.01,159.03,22.89,137.33,572.28,677.75,52.69,5
1249,1666468800,5661.01,0.03,146.69,16.27,122.07,543.66,629.57,40.53,5
1250,1666472400,4859.92,0.08,120.64,13.59,94.41,483.77,544.54,24.83,5
1251,1666476000,3898.62,0.09,89.11,12.16,69.62,396.3,437.6,14.44,5
1252,1666479600,3097.53,0.24,70.6,8.67,54.36,318.68,347.88,12.29,5
1253,1666483200,2563.48,0.91,59.63,4.56,46.73,260.8,282.93,13.3,5
1254,1666486800,2189.64,2.88,53.47,1.9,43.39,214.6,233.69,15.83,5
1255,1666490400,2323.15,13.08,55.52,1.11,52.93,205.56,231.74,25.33,5
1256,1666494000,2857.21,34.42,65.12,9.03,70.57,228.31,265.7,36.48,5
1257,1666497600,3204.35,38.89,85.68,28.61,82.02,248.58,291.86,41.54,5
1258,1666501200,3231.05,24.81,104.19,76.53,87.74,272.2,318.02,41.04,5
1259,1666504800,3070.83,11.4,97.33,177.38,93.46,315.17,360.86,36.48,5
1260,1666508400,1789.09,5.59,65.12,240.33,120.16,240.58,271.08,19.51,5
1261,1666512000,1415.25,4.08,55.52,274.66,129.7,229.47,259.09,13.81,5
1262,1666515600,1268.39,3.1,50.04,300.41,127.79,226.94,258.93,11.27,5
1263,1666519200,1094.82,2.29,42.84,280.38,99.18,191.28,228.72,10.89,5
1264,1666522800,988.01,1.61,37.01,214.58,56.74,137.79,182.17,12.92,5
1265,1666526400,907.9,0.74,38.04,150.2,33.86,101.96,145.9,12.29,5
1266,1666530000,947.95,0.03,43.18,104.43,28.37,90.46,131.95,13.05,5
1267,1666533600,1134.87,0.0,47.3,84.4,32.42,97.61,141.05,16.72,5
1268,1666537200,1321.79,0.0,47.98,82.25,37.67,110.95,159.26,20.77,5
1269,1666540800,1762.39,0.0,58.26,68.66,48.16,140.47,195.37,27.36,5
1270,1666544400,2456.67,0.0,76.09,38.62,58.17,183.27,246.37,33.44,5
1271,1666548000,2830.51,0.41,84.31,15.38,59.13,206.54,270.64,31.41,5
1272,1666551600,2616.88,2.12,76.77,4.6,51.02,188.86,244.21,22.55,5
1273,1666555200,2243.04,7.15,64.43,0.79,46.73,161.84,207.75,17.48,5
1274,1666558800,1949.31,13.86,53.47,0.05,43.39,140.82,180.66,15.96,5
1275,1666562400,1695.63,16.32,45.93,0.01,41.01,123.43,158.73,16.21,5
1276,1666566000,1522.06,15.2,42.84,0.02,42.92,113.46,146.09,17.73,5
1277,1666569600,1388.55,12.96,41.13,0.05,45.3,105.73,136.05,19.25,5
1278,1666573200,1335.14,11.73,40.1,0.1,49.11,102.63,131.79,21.53,5
1279,1666576800,1655.58,19.0,42.16,0.76,61.99,121.12,154.82,28.88,5
1280,1666580400,2269.74,33.53,50.04,8.49,82.02,157.12,197.94,37.49,5
1281,1666584000,3097.53,42.47,78.14,24.68,103.0,215.27,265.87,48.13,5
